AirportCode,ClimateZone,SurfaceType,SectionID,Age,PCI,HasRehab
ORD,wet-freeze,PCC,36,30,91.96,0
ORD,wet-freeze,PCC,37,0,100.0,0
ORD,wet-freeze,PCC,37,1,87.9,0
ORD,wet-freeze,PCC,37,2,85.73,0
ORD,wet-freeze,PCC,37,3,86.06,0
ORD,wet-freeze,PCC,37,4,83.57,0
ORD,wet-freeze,PCC,37,5,77.73,0
ORD,wet-freeze,PCC,37,6,71.51,0
ORD,wet-freeze,PCC,37,7,94.28,1
ORD,wet-freeze,PCC,37,8,100.0,0
ORD,wet-freeze,PCC,37,9,86.32,0
ORD,wet-freeze,PCC,37,10,87.03,0
ORD,wet-freeze,PCC,37,11,78.46,0
ORD,wet-freeze,PCC,37,12,77.25,0
ORD,wet-freeze,PCC,37,13,73.62,0
ORD,wet-freeze,PCC,37,14,100.0,1
ORD,wet-freeze,PCC,37,15,95.66,0
ORD,wet-freeze,PCC,37,16,94.29,0
ORD,wet-freeze,PCC,37,17,83.44,0
ORD,wet-freeze,PCC,37,18,73.51,0
ORD,wet-freeze,PCC,37,19,75.64,0
ORD,wet-freeze,PCC,37,20,71.73,0
ORD,wet-freeze,PCC,37,21,93.86,1
ORD,wet-freeze,PCC,37,22,98.78,0
ORD,wet-freeze,PCC,37,23,93.4,0
ORD,wet-freeze,PCC,37,24,82.87,0
ORD,wet-freeze,PCC,37,25,83.34,0
ORD,wet-freeze,PCC,37,26,71.79,0
ORD,wet-freeze,PCC,37,27,67.79,0
ORD,wet-freeze,PCC,37,28,99.13,1
ORD,wet-freeze,PCC,37,29,93.84,0
ORD,wet-freeze,PCC,37,30,79.86,0
ORD,wet-freeze,PCC,38,0,86.94,0
ORD,wet-freeze,PCC,38,1,99.53,0
ORD,wet-freeze,PCC,38,2,82.2,0
ORD,wet-freeze,PCC,38,3,76.96,0
ORD,wet-freeze,PCC,38,4,64.77,0
ORD,wet-freeze,PCC,38,5,68.63,0
ORD,wet-freeze,PCC,38,6,61.33,0
ORD,wet-freeze,PCC,38,7,100.0,1
ORD,wet-freeze,PCC,38,8,100.0,0
ORD,wet-freeze,PCC,38,9,89.81,0
ORD,wet-freeze,PCC,38,10,98.15,0
ORD,wet-freeze,PCC,38,11,87.13,0
ORD,wet-freeze,PCC,38,12,75.04,0
ORD,wet-freeze,PCC,38,13,58.69,0
ORD,wet-freeze,PCC,38,14,100.0,1
ORD,wet-freeze,PCC,38,15,87.23,0
ORD,wet-freeze,PCC,38,16,82.62,0
ORD,wet-freeze,PCC,38,17,89.32,0
ORD,wet-freeze,PCC,38,18,92.12,0
ORD,wet-freeze,PCC,38,19,83.05,0
ORD,wet-freeze,PCC,38,20,73.27,0
ORD,wet-freeze,PCC,38,21,100.0,1
ORD,wet-freeze,PCC,38,22,100.0,0
ORD,wet-freeze,PCC,38,23,92.63,0
ORD,wet-freeze,PCC,38,24,85.57,0
ORD,wet-freeze,PCC,38,25,79.97,0
ORD,wet-freeze,PCC,38,26,71.6,0
ORD,wet-freeze,PCC,38,27,62.94,0
ORD,wet-freeze,PCC,38,28,98.6,1
ORD,wet-freeze,PCC,38,29,86.58,0
ORD,wet-freeze,PCC,38,30,86.34,0
ORD,wet-freeze,PCC,39,0,92.88,0
ORD,wet-freeze,PCC,39,1,86.44,0
ORD,wet-freeze,PCC,39,2,90.07,0
ORD,wet-freeze,PCC,39,3,93.41,0
ORD,wet-freeze,PCC,39,4,87.8,0
ORD,wet-freeze,PCC,39,5,72.44,0
ORD,wet-freeze,PCC,39,6,70.33,0
ORD,wet-freeze,PCC,39,7,100.0,1
ORD,wet-freeze,PCC,39,8,92.28,0
ORD,wet-freeze,PCC,39,9,93.3,0
ORD,wet-freeze,PCC,39,10,91.06,0
ORD,wet-freeze,PCC,39,11,79.74,0
ORD,wet-freeze,PCC,39,12,81.01,0
ORD,wet-freeze,PCC,39,13,70.36,0
ORD,wet-freeze,PCC,39,14,96.99,1
ORD,wet-freeze,PCC,39,15,98.13,0
ORD,wet-freeze,PCC,39,16,82.12,0
ORD,wet-freeze,PCC,39,17,86.78,0
ORD,wet-freeze,PCC,39,18,78.02,0
ORD,wet-freeze,PCC,39,19,75.58,0
ORD,wet-freeze,PCC,39,20,67.34,0
ORD,wet-freeze,PCC,39,21,100.0,1
ORD,wet-freeze,PCC,39,22,94.63,0
ORD,wet-freeze,PCC,39,23,87.6,0
ORD,wet-freeze,PCC,39,24,84.41,0
ORD,wet-freeze,PCC,39,25,78.65,0
ORD,wet-freeze,PCC,39,26,72.21,0
ORD,wet-freeze,PCC,39,27,65.0,0
ORD,wet-freeze,PCC,39,28,96.49,1
ORD,wet-freeze,PCC,39,29,88.62,0
ORD,wet-freeze,PCC,39,30,78.35,0
ORD,wet-freeze,PCC,40,0,100.0,0
ORD,wet-freeze,PCC,40,1,83.32,0
ORD,wet-freeze,PCC,40,2,83.65,0
ORD,wet-freeze,PCC,40,3,79.29,0
ORD,wet-freeze,PCC,40,4,83.46,0
ORD,wet-freeze,PCC,40,5,72.39,0
ORD,wet-freeze,PCC,40,6,75.83,0
ORD,wet-freeze,PCC,40,7,96.63,1
ORD,wet-freeze,PCC,40,8,94.77,0
ORD,wet-freeze,PCC,40,9,86.18,0
ORD,wet-freeze,PCC,40,10,98.03,0
ORD,wet-freeze,PCC,40,11,76.04,0
ORD,wet-freeze,PCC,40,12,80.54,0
ORD,wet-freeze,PCC,40,13,78.27,0
ORD,wet-freeze,PCC,40,14,100.0,1
ORD,wet-freeze,PCC,40,15,93.1,0
ORD,wet-freeze,PCC,40,16,87.77,0
ORD,wet-freeze,PCC,40,17,83.99,0
ORD,wet-freeze,PCC,40,18,75.5,0
ORD,wet-freeze,PCC,40,19,75.52,0
ORD,wet-freeze,PCC,40,20,76.56,0
ORD,wet-freeze,PCC,40,21,97.21,1
ORD,wet-freeze,PCC,40,22,86.76,0
ORD,wet-freeze,PCC,40,23,88.95,0
ORD,wet-freeze,PCC,40,24,95.48,0
ORD,wet-freeze,PCC,40,25,71.1,0
ORD,wet-freeze,PCC,40,26,76.72,0
ORD,wet-freeze,PCC,40,27,69.81,0
ORD,wet-freeze,PCC,40,28,97.23,1
ORD,wet-freeze,PCC,40,29,95.41,0
ORD,wet-freeze,PCC,40,30,95.46,0
LAX,dry-no-freeze,AC,41,0,94.49,0
LAX,dry-no-freeze,AC,41,1,92.6,0
LAX,dry-no-freeze,AC,41,2,87.52,0
LAX,dry-no-freeze,AC,41,3,81.73,0
LAX,dry-no-freeze,AC,41,4,80.08,0
LAX,dry-no-freeze,AC,41,5,74.94,0
LAX,dry-no-freeze,AC,41,6,77.71,0
LAX,dry-no-freeze,AC,41,7,96.15,1
LAX,dry-no-freeze,AC,41,8,96.27,0
LAX,dry-no-freeze,AC,41,9,83.52,0
LAX,dry-no-freeze,AC,41,10,90.0,0
LAX,dry-no-freeze,AC,41,11,86.63,0
LAX,dry-no-freeze,AC,41,12,69.86,0
LAX,dry-no-freeze,AC,41,13,76.17,0
LAX,dry-no-freeze,AC,41,14,100.0,1
LAX,dry-no-freeze,AC,41,15,90.75,0
LAX,dry-no-freeze,AC,41,16,100.0,0
LAX,dry-no-freeze,AC,41,17,90.02,0
LAX,dry-no-freeze,AC,41,18,78.46,0
LAX,dry-no-freeze,AC,41,19,76.74,0
LAX,dry-no-freeze,AC,41,20,74.74,0
LAX,dry-no-freeze,AC,41,21,100.0,1
LAX,dry-no-freeze,AC,41,22,97.23,0
LAX,dry-no-freeze,AC,41,23,85.36,0
LAX,dry-no-freeze,AC,41,24,87.02,0
LAX,dry-no-freeze,AC,41,25,74.44,0
LAX,dry-no-freeze,AC,41,26,75.1,0
LAX,dry-no-freeze,AC,41,27,64.96,0
LAX,dry-no-freeze,AC,41,28,96.32,1
LAX,dry-no-freeze,AC,41,29,99.08,0
LAX,dry-no-freeze,AC,41,30,91.82,0
LAX,dry-no-freeze,AC,42,0,97.47,0
LAX,dry-no-freeze,AC,42,1,84.78,0
LAX,dry-no-freeze,AC,42,2,85.42,0
LAX,dry-no-freeze,AC,42,3,88.97,0
LAX,dry-no-freeze,AC,42,4,80.91,0
LAX,dry-no-freeze,AC,42,5,87.4,0
LAX,dry-no-freeze,AC,42,6,75.02,0
LAX,dry-no-freeze,AC,42,7,100.0,1
LAX,dry-no-freeze,AC,42,8,95.67,0
LAX,dry-no-freeze,AC,42,9,92.29,0
LAX,dry-no-freeze,AC,42,10,87.09,0
LAX,dry-no-freeze,AC,42,11,86.12,0
LAX,dry-no-freeze,AC,42,12,82.81,0
LAX,dry-no-freeze,AC,42,13,68.65,0
LAX,dry-no-freeze,AC,42,14,93.34,1
LAX,dry-no-freeze,AC,42,15,84.76,0
LAX,dry-no-freeze,AC,42,16,89.93,0
LAX,dry-no-freeze,AC,42,17,75.91,0
LAX,dry-no-freeze,AC,42,18,65.48,0
LAX,dry-no-freeze,AC,42,19,72.89,0
LAX,dry-no-freeze,AC,42,20,80.47,0
LAX,dry-no-freeze,AC,42,21,99.97,1
LAX,dry-no-freeze,AC,42,22,97.34,0
LAX,dry-no-freeze,AC,42,23,87.08,0
LAX,dry-no-freeze,AC,42,24,81.83,0
LAX,dry-no-freeze,AC,42,25,82.91,0
LAX,dry-no-freeze,AC,42,26,70.87,0
LAX,dry-no-freeze,AC,42,27,69.16,0
LAX,dry-no-freeze,AC,42,28,100.0,1
LAX,dry-no-freeze,AC,42,29,91.57,0
LAX,dry-no-freeze,AC,42,30,96.05,0
LAX,dry-no-freeze,AC,43,0,93.92,0
LAX,dry-no-freeze,AC,43,1,86.96,0
LAX,dry-no-freeze,AC,43,2,90.0,0
LAX,dry-no-freeze,AC,43,3,80.39,0
LAX,dry-no-freeze,AC,43,4,80.72,0
LAX,dry-no-freeze,AC,43,5,78.51,0
LAX,dry-no-freeze,AC,43,6,79.25,0
LAX,dry-no-freeze,AC,43,7,100.0,1
LAX,dry-no-freeze,AC,43,8,96.68,0
LAX,dry-no-freeze,AC,43,9,96.93,0
LAX,dry-no-freeze,AC,43,10,96.12,0
LAX,dry-no-freeze,AC,43,11,88.17,0
LAX,dry-no-freeze,AC,43,12,80.32,0
LAX,dry-no-freeze,AC,43,13,68.38,0
LAX,dry-no-freeze,AC,43,14,94.67,1
LAX,dry-no-freeze,AC,43,15,93.47,0
LAX,dry-no-freeze,AC,43,16,88.77,0
LAX,dry-no-freeze,AC,43,17,87.84,0
LAX,dry-no-freeze,AC,43,18,85.61,0
LAX,dry-no-freeze,AC,43,19,82.77,0
LAX,dry-no-freeze,AC,43,20,74.36,0
LAX,dry-no-freeze,AC,43,21,100.0,1
LAX,dry-no-freeze,AC,43,22,95.96,0
LAX,dry-no-freeze,AC,43,23,79.92,0
LAX,dry-no-freeze,AC,43,24,79.93,0
LAX,dry-no-freeze,AC,43,25,78.9,0
LAX,dry-no-freeze,AC,43,26,69.21,0
LAX,dry-no-freeze,AC,43,27,72.07,0
LAX,dry-no-freeze,AC,43,28,100.0,1
LAX,dry-no-freeze,AC,43,29,100.0,0
LAX,dry-no-freeze,AC,43,30,89.27,0
LAX,dry-no-freeze,AC,44,0,100.0,0
LAX,dry-no-freeze,AC,44,1,93.29,0
LAX,dry-no-freeze,AC,44,2,87.11,0
LAX,dry-no-freeze,AC,44,3,81.29,0
LAX,dry-no-freeze,AC,44,4,80.78,0
LAX,dry-no-freeze,AC,44,5,76.95,0
LAX,dry-no-freeze,AC,44,6,75.56,0
LAX,dry-no-freeze,AC,44,7,100.0,1
LAX,dry-no-freeze,AC,44,8,97.61,0
LAX,dry-no-freeze,AC,44,9,96.26,0
LAX,dry-no-freeze,AC,44,10,96.85,0
LAX,dry-no-freeze,AC,44,11,92.75,0
LAX,dry-no-freeze,AC,44,12,77.23,0
LAX,dry-no-freeze,AC,44,13,68.26,0
LAX,dry-no-freeze,AC,44,14,100.0,1
LAX,dry-no-freeze,AC,44,15,90.29,0
LAX,dry-no-freeze,AC,44,16,90.31,0
LAX,dry-no-freeze,AC,44,17,82.06,0
LAX,dry-no-freeze,AC,44,18,74.61,0
LAX,dry-no-freeze,AC,44,19,80.8,0
LAX,dry-no-freeze,AC,44,20,77.14,0
LAX,dry-no-freeze,AC,44,21,97.12,1
LAX,dry-no-freeze,AC,44,22,80.55,0
LAX,dry-no-freeze,AC,44,23,84.39,0
LAX,dry-no-freeze,AC,44,24,85.48,0
LAX,dry-no-freeze,AC,44,25,69.53,0
LAX,dry-no-freeze,AC,44,26,74.35,0
LAX,dry-no-freeze,AC,44,27,69.96,0
LAX,dry-no-freeze,AC,44,28,100.0,1
LAX,dry-no-freeze,AC,44,29,93.3,0
LAX,dry-no-freeze,AC,44,30,80.76,0
LAX,dry-no-freeze,AC,45,0,100.0,0
LAX,dry-no-freeze,AC,45,1,91.04,0
LAX,dry-no-freeze,AC,45,2,87.1,0
LAX,dry-no-freeze,AC,45,3,79.08,0
LAX,dry-no-freeze,AC,45,4,79.2,0
LAX,dry-no-freeze,AC,45,5,75.01,0
LAX,dry-no-freeze,AC,45,6,75.43,0
LAX,dry-no-freeze,AC,45,7,100.0,1
LAX,dry-no-freeze,AC,45,8,87.72,0
LAX,dry-no-freeze,AC,45,9,81.79,0
LAX,dry-no-freeze,AC,45,10,91.68,0
LAX,dry-no-freeze,AC,45,11,77.4,0
LAX,dry-no-freeze,AC,45,12,72.39,0
LAX,dry-no-freeze,AC,45,13,75.35,0
LAX,dry-no-freeze,AC,45,14,96.97,1
LAX,dry-no-freeze,AC,45,15,100.0,0
LAX,dry-no-freeze,AC,45,16,94.53,0
LAX,dry-no-freeze,AC,45,17,83.86,0
LAX,dry-no-freeze,AC,45,18,92.73,0
LAX,dry-no-freeze,AC,45,19,74.89,0
LAX,dry-no-freeze,AC,45,20,77.48,0
LAX,dry-no-freeze,AC,45,21,100.0,1
LAX,dry-no-freeze,AC,45,22,100.0,0
LAX,dry-no-freeze,AC,45,23,99.25,0
LAX,dry-no-freeze,AC,45,24,86.34,0
LAX,dry-no-freeze,AC,45,25,78.66,0
LAX,dry-no-freeze,AC,45,26,79.46,0
LAX,dry-no-freeze,AC,45,27,67.0,0
LAX,dry-no-freeze,AC,45,28,100.0,1
LAX,dry-no-freeze,AC,45,29,95.56,0
LAX,dry-no-freeze,AC,45,30,86.48,0
LAX,dry-no-freeze,PCC,46,0,96.41,0
LAX,dry-no-freeze,PCC,46,1,84.26,0
LAX,dry-no-freeze,PCC,46,2,83.62,0
LAX,dry-no-freeze,PCC,46,3,92.26,0
LAX,dry-no-freeze,PCC,46,4,80.59,0
LAX,dry-no-freeze,PCC,46,5,74.87,0
LAX,dry-no-freeze,PCC,46,6,78.48,0
LAX,dry-no-freeze,PCC,46,7,100.0,1
LAX,dry-no-freeze,PCC,46,8,99.22,0
LAX,dry-no-freeze,PCC,46,9,97.86,0
LAX,dry-no-freeze,PCC,46,10,84.31,0
LAX,dry-no-freeze,PCC,46,11,77.16,0
LAX,dry-no-freeze,PCC,46,12,87.06,0
LAX,dry-no-freeze,PCC,46,13,73.2,0
LAX,dry-no-freeze,PCC,46,14,98.75,1
LAX,dry-no-freeze,PCC,46,15,100.0,0
LAX,dry-no-freeze,PCC,46,16,92.96,0
LAX,dry-no-freeze,PCC,46,17,87.96,0
LAX,dry-no-freeze,PCC,46,18,91.77,0
LAX,dry-no-freeze,PCC,46,19,73.02,0
LAX,dry-no-freeze,PCC,46,20,75.36,0
LAX,dry-no-freeze,PCC,46,21,100.0,1
LAX,dry-no-freeze,PCC,46,22,96.21,0
LAX,dry-no-freeze,PCC,46,23,99.0,0
LAX,dry-no-freeze,PCC,46,24,90.67,0
LAX,dry-no-freeze,PCC,46,25,86.31,0
LAX,dry-no-freeze,PCC,46,26,84.96,0
LAX,dry-no-freeze,PCC,46,27,73.84,0
LAX,dry-no-freeze,PCC,46,28,95.8,1
LAX,dry-no-freeze,PCC,46,29,91.16,0
LAX,dry-no-freeze,PCC,46,30,81.4,0
LAX,dry-no-freeze,PCC,47,0,100.0,0
LAX,dry-no-freeze,PCC,47,1,88.46,0
LAX,dry-no-freeze,PCC,47,2,90.96,0
LAX,dry-no-freeze,PCC,47,3,86.13,0
LAX,dry-no-freeze,PCC,47,4,87.08,0
LAX,dry-no-freeze,PCC,47,5,84.95,0
LAX,dry-no-freeze,PCC,47,6,80.54,0
LAX,dry-no-freeze,PCC,47,7,97.08,1
LAX,dry-no-freeze,PCC,47,8,94.92,0
LAX,dry-no-freeze,PCC,47,9,93.3,0
LAX,dry-no-freeze,PCC,47,10,86.92,0
LAX,dry-no-freeze,PCC,47,11,92.17,0
LAX,dry-no-freeze,PCC,47,12,81.74,0
LAX,dry-no-freeze,PCC,47,13,77.76,0
LAX,dry-no-freeze,PCC,47,14,100.0,1
LAX,dry-no-freeze,PCC,47,15,100.0,0
LAX,dry-no-freeze,PCC,47,16,91.47,0
LAX,dry-no-freeze,PCC,47,17,79.28,0
LAX,dry-no-freeze,PCC,47,18,84.1,0
LAX,dry-no-freeze,PCC,47,19,74.65,0
LAX,dry-no-freeze,PCC,47,20,72.19,0
LAX,dry-no-freeze,PCC,47,21,100.0,1
LAX,dry-no-freeze,PCC,47,22,100.0,0
LAX,dry-no-freeze,PCC,47,23,93.56,0
LAX,dry-no-freeze,PCC,47,24,88.93,0
LAX,dry-no-freeze,PCC,47,25,91.73,0
LAX,dry-no-freeze,PCC,47,26,78.98,0
LAX,dry-no-freeze,PCC,47,27,86.07,0
LAX,dry-no-freeze,PCC,47,28,100.0,1
LAX,dry-no-freeze,PCC,47,29,87.19,0
LAX,dry-no-freeze,PCC,47,30,95.49,0
LAX,dry-no-freeze,PCC,48,0,98.7,0
LAX,dry-no-freeze,PCC,48,1,100.0,0
LAX,dry-no-freeze,PCC,48,2,93.45,0
LAX,dry-no-freeze,PCC,48,3,87.14,0
LAX,dry-no-freeze,PCC,48,4,78.72,0
LAX,dry-no-freeze,PCC,48,5,81.12,0
LAX,dry-no-freeze,PCC,48,6,74.81,0
LAX,dry-no-freeze,PCC,48,7,97.1,1
LAX,dry-no-freeze,PCC,48,8,99.65,0
LAX,dry-no-freeze,PCC,48,9,100.0,0
LAX,dry-no-freeze,PCC,48,10,89.66,0
LAX,dry-no-freeze,PCC,48,11,77.36,0
LAX,dry-no-freeze,PCC,48,12,83.2,0
LAX,dry-no-freeze,PCC,48,13,84.49,0
LAX,dry-no-freeze,PCC,48,14,96.95,1
LAX,dry-no-freeze,PCC,48,15,94.44,0
LAX,dry-no-freeze,PCC,48,16,91.65,0
LAX,dry-no-freeze,PCC,48,17,82.61,0
LAX,dry-no-freeze,PCC,48,18,84.97,0
LAX,dry-no-freeze,PCC,48,19,75.46,0
LAX,dry-no-freeze,PCC,48,20,72.61,0
LAX,dry-no-freeze,PCC,48,21,95.56,1
LAX,dry-no-freeze,PCC,48,22,93.68,0
LAX,dry-no-freeze,PCC,48,23,94.49,0
LAX,dry-no-freeze,PCC,48,24,85.54,0
LAX,dry-no-freeze,PCC,48,25,91.85,0
LAX,dry-no-freeze,PCC,48,26,74.92,0
LAX,dry-no-freeze,PCC,48,27,72.66,0
LAX,dry-no-freeze,PCC,48,28,100.0,1
LAX,dry-no-freeze,PCC,48,29,88.15,0
LAX,dry-no-freeze,PCC,48,30,80.98,0
LAX,dry-no-freeze,PCC,49,0,87.45,0
LAX,dry-no-freeze,PCC,49,1,98.63,0
LAX,dry-no-freeze,PCC,49,2,86.56,0
LAX,dry-no-freeze,PCC,49,3,97.69,0
LAX,dry-no-freeze,PCC,49,4,77.59,0
LAX,dry-no-freeze,PCC,49,5,77.33,0
LAX,dry-no-freeze,PCC,49,6,79.57,0
LAX,dry-no-freeze,PCC,49,7,100.0,1
LAX,dry-no-freeze,PCC,49,8,100.0,0
LAX,dry-no-freeze,PCC,49,9,96.9,0
LAX,dry-no-freeze,PCC,49,10,92.04,0
LAX,dry-no-freeze,PCC,49,11,85.53,0
LAX,dry-no-freeze,PCC,49,12,82.88,0
LAX,dry-no-freeze,PCC,49,13,72.85,0
LAX,dry-no-freeze,PCC,49,14,95.91,1
LAX,dry-no-freeze,PCC,49,15,96.18,0
LAX,dry-no-freeze,PCC,49,16,92.16,0
LAX,dry-no-freeze,PCC,49,17,87.45,0
LAX,dry-no-freeze,PCC,49,18,87.39,0
LAX,dry-no-freeze,PCC,49,19,84.46,0
LAX,dry-no-freeze,PCC,49,20,76.78,0
LAX,dry-no-freeze,PCC,49,21,100.0,1
LAX,dry-no-freeze,PCC,49,22,90.83,0
LAX,dry-no-freeze,PCC,49,23,92.31,0
LAX,dry-no-freeze,PCC,49,24,83.82,0
LAX,dry-no-freeze,PCC,49,25,74.73,0
LAX,dry-no-freeze,PCC,49,26,78.02,0
LAX,dry-no-freeze,PCC,49,27,71.98,0
LAX,dry-no-freeze,PCC,49,28,100.0,1
LAX,dry-no-freeze,PCC,49,29,96.71,0
LAX,dry-no-freeze,PCC,49,30,84.89,0
LAX,dry-no-freeze,PCC,50,0,100.0,0
LAX,dry-no-freeze,PCC,50,1,98.91,0
LAX,dry-no-freeze,PCC,50,2,93.56,0
LAX,dry-no-freeze,PCC,50,3,86.52,0
LAX,dry-no-freeze,PCC,50,4,80.59,0
LAX,dry-no-freeze,PCC,50,5,78.97,0
LAX,dry-no-freeze,PCC,50,6,81.93,0
LAX,dry-no-freeze,PCC,50,7,100.0,1
LAX,dry-no-freeze,PCC,50,8,100.0,0
LAX,dry-no-freeze,PCC,50,9,89.95,0
LAX,dry-no-freeze,PCC,50,10,83.16,0
LAX,dry-no-freeze,PCC,50,11,85.92,0
LAX,dry-no-freeze,PCC,50,12,71.92,0
LAX,dry-no-freeze,PCC,50,13,79.43,0
LAX,dry-no-freeze,PCC,50,14,99.26,1
LAX,dry-no-freeze,PCC,50,15,93.59,0
LAX,dry-no-freeze,PCC,50,16,84.4,0
LAX,dry-no-freeze,PCC,50,17,89.82,0
LAX,dry-no-freeze,PCC,50,18,80.49,0
LAX,dry-no-freeze,PCC,50,19,72.91,0
LAX,dry-no-freeze,PCC,50,20,60.78,0
LAX,dry-no-freeze,PCC,50,21,99.86,1
LAX,dry-no-freeze,PCC,50,22,100.0,0
LAX,dry-no-freeze,PCC,50,23,97.95,0
LAX,dry-no-freeze,PCC,50,24,81.51,0
LAX,dry-no-freeze,PCC,50,25,76.54,0
LAX,dry-no-freeze,PCC,50,26,75.66,0
LAX,dry-no-freeze,PCC,50,27,61.96,0
LAX,dry-no-freeze,PCC,50,28,100.0,1
LAX,dry-no-freeze,PCC,50,29,98.83,0
LAX,dry-no-freeze,PCC,50,30,96.75,0
MIA,wet-no-freeze,AC,51,0,95.8,0
MIA,wet-no-freeze,AC,51,1,90.96,0
MIA,wet-no-freeze,AC,51,2,81.43,0
MIA,wet-no-freeze,AC,51,3,76.16,0
MIA,wet-no-freeze,AC,51,4,73.69,0
MIA,wet-no-freeze,AC,51,5,73.98,0
MIA,wet-no-freeze,AC,51,6,73.56,0
MIA,wet-no-freeze,AC,51,7,95.98,1
MIA,wet-no-freeze,AC,51,8,100.0,0
MIA,wet-no-freeze,AC,51,9,87.03,0
MIA,wet-no-freeze,AC,51,10,83.32,0
MIA,wet-no-freeze,AC,51,11,76.64,0
MIA,wet-no-freeze,AC,51,12,62.08,0
MIA,wet-no-freeze,AC,51,13,72.42,0
MIA,wet-no-freeze,AC,51,14,100.0,1
MIA,wet-no-freeze,AC,51,15,94.25,0
MIA,wet-no-freeze,AC,51,16,89.63,0
MIA,wet-no-freeze,AC,51,17,87.58,0
MIA,wet-no-freeze,AC,51,18,70.24,0
MIA,wet-no-freeze,AC,51,19,71.64,0
MIA,wet-no-freeze,AC,51,20,73.26,0
MIA,wet-no-freeze,AC,51,21,93.73,1
MIA,wet-no-freeze,AC,51,22,93.82,0
MIA,wet-no-freeze,AC,51,23,80.96,0
MIA,wet-no-freeze,AC,51,24,84.5,0
MIA,wet-no-freeze,AC,51,25,76.85,0
MIA,wet-no-freeze,AC,51,26,65.17,0
MIA,wet-no-freeze,AC,51,27,75.17,0
MIA,wet-no-freeze,AC,51,28,96.33,1
MIA,wet-no-freeze,AC,51,29,89.64,0
MIA,wet-no-freeze,AC,51,30,89.5,0
MIA,wet-no-freeze,AC,52,0,99.47,0
MIA,wet-no-freeze,AC,52,1,84.97,0
MIA,wet-no-freeze,AC,52,2,88.14,0
MIA,wet-no-freeze,AC,52,3,83.96,0
MIA,wet-no-freeze,AC,52,4,79.66,0
MIA,wet-no-freeze,AC,52,5,72.25,0
MIA,wet-no-freeze,AC,52,6,64.11,0
MIA,wet-no-freeze,AC,52,7,95.86,1
MIA,wet-no-freeze,AC,52,8,97.23,0
MIA,wet-no-freeze,AC,52,9,87.61,0
MIA,wet-no-freeze,AC,52,10,72.25,0
MIA,wet-no-freeze,AC,52,11,83.49,0
MIA,wet-no-freeze,AC,52,12,82.62,0
MIA,wet-no-freeze,AC,52,13,60.7,0
MIA,wet-no-freeze,AC,52,14,94.95,1
MIA,wet-no-freeze,AC,52,15,98.06,0
MIA,wet-no-freeze,AC,52,16,100.0,0
MIA,wet-no-freeze,AC,52,17,88.42,0
MIA,wet-no-freeze,AC,52,18,80.45,0
MIA,wet-no-freeze,AC,52,19,76.51,0
MIA,wet-no-freeze,AC,52,20,78.85,0
MIA,wet-no-freeze,AC,52,21,96.77,1
MIA,wet-no-freeze,AC,52,22,89.27,0
MIA,wet-no-freeze,AC,52,23,84.97,0
MIA,wet-no-freeze,AC,52,24,78.47,0
MIA,wet-no-freeze,AC,52,25,78.97,0
MIA,wet-no-freeze,AC,52,26,81.54,0
MIA,wet-no-freeze,AC,52,27,71.15,0
MIA,wet-no-freeze,AC,52,28,98.74,1
MIA,wet-no-freeze,AC,52,29,92.58,0
MIA,wet-no-freeze,AC,52,30,78.69,0
MIA,wet-no-freeze,AC,53,0,100.0,0
MIA,wet-no-freeze,AC,53,1,93.03,0
MIA,wet-no-freeze,AC,53,2,86.61,0
MIA,wet-no-freeze,AC,53,3,98.87,0
MIA,wet-no-freeze,AC,53,4,82.23,0
MIA,wet-no-freeze,AC,53,5,72.71,0
MIA,wet-no-freeze,AC,53,6,71.23,0
MIA,wet-no-freeze,AC,53,7,100.0,1
MIA,wet-no-freeze,AC,53,8,97.34,0
MIA,wet-no-freeze,AC,53,9,85.15,0
MIA,wet-no-freeze,AC,53,10,91.73,0
MIA,wet-no-freeze,AC,53,11,80.16,0
MIA,wet-no-freeze,AC,53,12,88.49,0
MIA,wet-no-freeze,AC,53,13,79.11,0
MIA,wet-no-freeze,AC,53,14,97.76,1
MIA,wet-no-freeze,AC,53,15,100.0,0
MIA,wet-no-freeze,AC,53,16,89.59,0
MIA,wet-no-freeze,AC,53,17,90.08,0
MIA,wet-no-freeze,AC,53,18,82.88,0
MIA,wet-no-freeze,AC,53,19,70.94,0
MIA,wet-no-freeze,AC,53,20,64.65,0
MIA,wet-no-freeze,AC,53,21,100.0,1
MIA,wet-no-freeze,AC,53,22,92.32,0
MIA,wet-no-freeze,AC,53,23,86.66,0
MIA,wet-no-freeze,AC,53,24,78.26,0
MIA,wet-no-freeze,AC,53,25,78.81,0
MIA,wet-no-freeze,AC,53,26,79.21,0
MIA,wet-no-freeze,AC,53,27,58.81,0
MIA,wet-no-freeze,AC,53,28,100.0,1
MIA,wet-no-freeze,AC,53,29,100.0,0
MIA,wet-no-freeze,AC,53,30,87.82,0
MIA,wet-no-freeze,AC,54,0,98.71,0
MIA,wet-no-freeze,AC,54,1,85.96,0
MIA,wet-no-freeze,AC,54,2,88.68,0
MIA,wet-no-freeze,AC,54,3,80.26,0
MIA,wet-no-freeze,AC,54,4,80.94,0
MIA,wet-no-freeze,AC,54,5,78.45,0
MIA,wet-no-freeze,AC,54,6,83.17,0
